key,value,date
RI,2.52,1/1/22
RI,2.58,1/1/23
RI,2.65,1/1/24
RI,2.71,1/1/25
RI,2.77,1/1/26
RI,2.83,1/1/27
RI,2.88,1/1/28
RI,2.93,1/1/29
RI,2.97,1/1/30
SC,6.26,1/1/04
SC,6.39,1/1/05
SC,6.53,1/1/06
SC,6.70,1/1/07
SC,6.90,1/1/08
SC,7.11,1/1/09
SC,7.31,1/1/10
SC,7.53,1/1/11
SC,7.85,1/1/12
SC,8.17,1/1/13
SC,8.48,1/1/14
SC,8.80,1/1/15
SC,9.11,1/1/16
SC,9.43,1/1/17
SC,9.76,1/1/18
SC,10.10,1/1/19
SC,10.45,1/1/20
SC,10.79,1/1/21
SC,11.14,1/1/22
SC,11.49,1/1/23
SC,11.83,1/1/24
SC,12.18,1/1/25
SC,12.50,1/1/26
SC,12.82,1/1/27
SC,13.12,1/1/28
SC,13.42,1/1/29
SC,13.69,1/1/30
SD,1.31,1/1/04
SD,1.32,1/1/05
SD,1.33,1/1/06
SD,1.34,1/1/07
SD,1.35,1/1/08
SD,1.37,1/1/09
SD,1.38,1/1/10
SD,1.40,1/1/11
SD,1.43,1/1/12
SD,1.47,1/1/13
SD,1.50,1/1/14
SD,1.54,1/1/15
SD,1.59,1/1/16
SD,1.64,1/1/17
SD,1.69,1/1/18
SD,1.74,1/1/19
SD,1.79,1/1/20
SD,1.84,1/1/21
SD,1.90,1/1/22
SD,1.95,1/1/23
SD,2.00,1/1/24
SD,2.05,1/1/25
SD,2.09,1/1/26
SD,2.14,1/1/27
SD,2.18,1/1/28
SD,2.21,1/1/29
SD,2.23,1/1/30
TN,8.89,1/1/04
TN,9.02,1/1/05
TN,9.17,1/1/06
TN,9.35,1/1/07
TN,9.58,1/1/08
TN,9.79,1/1/09
TN,10.00,1/1/10
TN,10.23,1/1/11
TN,10.61,1/1/12
TN,10.98,1/1/13
TN,11.34,1/1/14
TN,11.69,1/1/15
TN,12.03,1/1/16
TN,12.38,1/1/17
TN,12.74,1/1/18
TN,13.13,1/1/19
TN,13.53,1/1/20
TN,13.91,1/1/21
TN,14.30,1/1/22
TN,14.68,1/1/23
TN,15.05,1/1/24
TN,15.44,1/1/25
TN,15.80,1/1/26
TN,16.14,1/1/27
TN,16.47,1/1/28
TN,16.80,1/1/29
TN,17.11,1/1/30
TX,26.83,1/1/04
TX,27.37,1/1/05
TX,27.98,1/1/06
TX,28.67,1/1/07
TX,29.50,1/1/08
TX,30.36,1/1/09
TX,31.22,1/1/10
TX,32.14,1/1/11
TX,33.49,1/1/12
TX,34.83,1/1/13
TX,36.15,1/1/14
TX,37.56,1/1/15
TX,38.94,1/1/16
TX,40.40,1/1/17
TX,41.96,1/1/18
TX,43.58,1/1/19
TX,45.31,1/1/20
TX,47.03,1/1/21
TX,48.82,1/1/22
TX,50.63,1/1/23
TX,52.41,1/1/24
TX,54.30,1/1/25
TX,56.08,1/1/26
TX,57.80,1/1/27
TX,59.48,1/1/28
TX,61.08,1/1/29
TX,62.57,1/1/30
UT,2.45,1/1/04
UT,2.50,1/1/05
UT,2.55,1/1/06
UT,2.61,1/1/07
UT,2.69,1/1/08
UT,2.76,1/1/09
UT,2.83,1/1/10
UT,2.91,1/1/11
UT,3.02,1/1/12
UT,3.14,1/1/13
UT,3.26,1/1/14
UT,3.39,1/1/15
UT,3.52,1/1/16
UT,3.66,1/1/17
UT,3.80,1/1/18
UT,3.96,1/1/19
UT,4.12,1/1/20
UT,4.27,1/1/21
UT,4.43,1/1/22
UT,4.58,1/1/23
UT,4.73,1/1/24
UT,4.89,1/1/25
UT,5.04,1/1/26
UT,5.19,1/1/27
UT,5.32,1/1/28
UT,5.44,1/1/29
UT,5.56,1/1/30
VT,0.98,1/1/04
VT,0.99,1/1/05
VT,1.01,1/1/06
VT,1.03,1/1/07
VT,1.07,1/1/08
VT,1.10,1/1/09
VT,1.13,1/1/10
VT,1.16,1/1/11
VT,1.21,1/1/12
VT,1.26,1/1/13
VT,1.32,1/1/14
VT,1.37,1/1/15
VT,1.42,1/1/16
VT,1.48,1/1/17
VT,1.53,1/1/18
VT,1.59,1/1/19
VT,1.65,1/1/20
VT,1.70,1/1/21
VT,1.76,1/1/22
VT,1.81,1/1/23
VT,1.86,1/1/24
VT,1.91,1/1/25
VT,1.95,1/1/26
VT,2.00,1/1/27
VT,2.03,1/1/28
VT,2.07,1/1/29
VT,2.10,1/1/30
VA,10.24,1/1/04
VA,10.46,1/1/05
VA,10.70,1/1/06
VA,10.98,1/1/07
VA,11.34,1/1/08
VA,11.67,1/1/09
VA,12.00,1/1/10
VA,12.35,1/1/11
VA,12.89,1/1/12
VA,13.42,1/1/13
VA,13.91,1/1/14
VA,14.40,1/1/15
VA,14.87,1/1/16
VA,15.36,1/1/17
VA,15.87,1/1/18
VA,16.39,1/1/19
VA,16.95,1/1/20
VA,17.49,1/1/21
VA,18.04,1/1/22
VA,18.60,1/1/23
VA,19.15,1/1/24
VA,19.71,1/1/25
VA,20.25,1/1/26
VA,20.78,1/1/27
VA,21.29,1/1/28
VA,21.79,1/1/29
VA,22.25,1/1/30
WA,8.34,1/1/04
WA,8.48,1/1/05
WA,8.63,1/1/06
WA,8.82,1/1/07
WA,9.08,1/1/08
WA,9.34,1/1/09
WA,9.60,1/1/10
WA,9.88,1/1/11
WA,10.33,1/1/12
WA,10.76,1/1/13
WA,11.19,1/1/14
WA,11.65,1/1/15
WA,12.09,1/1/16
WA,12.56,1/1/17
WA,13.06,1/1/18
WA,13.57,1/1/19
WA,14.09,1/1/20
WA,14.61,1/1/21
WA,15.12,1/1/22
WA,15.64,1/1/23
WA,16.14,1/1/24
WA,16.66,1/1/25
WA,17.15,1/1/26
WA,17.62,1/1/27
WA,18.06,1/1/28
WA,18.48,1/1/29
WA,18.87,1/1/30
WV,3.36,1/1/04
WV,3.37,1/1/05
WV,3.39,1/1/06
WV,3.42,1/1/07
WV,3.46,1/1/08
WV,3.50,1/1/09
WV,3.53,1/1/10
WV,3.57,1/1/11
WV,3.67,1/1/12
WV,3.78,1/1/13
WV,3.88,1/1/14
WV,3.98,1/1/15
WV,4.08,1/1/16
WV,4.18,1/1/17
WV,4.28,1/1/18
WV,4.38,1/1/19
WV,4.49,1/1/20
WV,4.58,1/1/21
WV,4.68,1/1/22
WV,4.77,1/1/23
WV,4.85,1/1/24
WV,4.93,1/1/25
WV,4.99,1/1/26
WV,5.04,1/1/27
WV,5.08,1/1/28
WV,5.12,1/1/29
WV,5.15,1/1/30
WI,8.64,1/1/04
WI,8.70,1/1/05
WI,8.77,1/1/06
WI,8.89,1/1/07
WI,9.05,1/1/08
WI,9.19,1/1/09
WI,9.31,1/1/10
WI,9.47,1/1/11
WI,9.76,1/1/12
WI,10.05,1/1/13
WI,10.33,1/1/14
WI,10.64,1/1/15
WI,10.95,1/1/16
WI,11.29,1/1/17
WI,11.64,1/1/18
WI,11.99,1/1/19
WI,12.37,1/1/20
WI,12.74,1/1/21
WI,13.12,1/1/22
WI,13.51,1/1/23
WI,13.89,1/1/24
WI,14.28,1/1/25
WI,14.65,1/1/26
WI,14.99,1/1/27
WI,15.29,1/1/28
WI,15.58,1/1/29
WI,15.83,1/1/30
WY,0.75,1/1/04
WY,0.77,1/1/05
WY,0.78,1/1/06
WY,0.80,1/1/07
WY,0.83,1/1/08
WY,0.85,1/1/09
WY,0.88,1/1/10
WY,0.90,1/1/11
WY,0.94,1/1/12
WY,0.99,1/1/13
WY,1.03,1/1/14
WY,1.07,1/1/15
WY,1.12,1/1/16
WY,1.17,1/1/17
WY,1.22,1/1/18
WY,1.27,1/1/19
WY,1.32,1/1/20
WY,1.37,1/1/21
WY,1.42,1/1/22
WY,1.47,1/1/23
WY,1.51,1/1/24
WY,1.55,1/1/25
WY,1.59,1/1/26
WY,1.62,1/1/27
WY,1.64,1/1/28
WY,1.66,1/1/29
WY,1.67,1/1/30
